X,Y,fid,stop_name
678274.3932,7468922.3446,1631,Félix Ferreira
678445.0316,7468442.669,1632,Domingos de Magalhães
678089.2054,7468899.8308,1633,Domingos de Barros
678638.1399,7467191.5754,1634,Luiz Zancheta
678411.5357,7467170.5537,1635,Mariana Portela
678432.7898,7467171.7423,1636,Mariana Portela
678929.6942,7467082.4686,1637,Flack
679105.8018,7467050.4785,1638,Gravataí
679339.6242,7467126.336,1639,Canindé
678291.5253,7467347.9518,1640,Guanabara
678896.6047,7467329.5004,1641,Sarandi
678629.0987,7467494.2503,1642,Jose Maria Belo
679076.8771,7467587.9584,1643,Matapi
678216.3382,7467063.2165,1644,Largo do Jacaré
678191.5526,7466962.727,1645,Viúva Ortigão
678149.1611,7466891.9046,1646,Baronesa do Engenho Novo
672308.8778,7476446.0231,1647,Jornalista Geraldo Rocha
672562.3238,7476207.8079,1648,Arinos
677921.8397,7469850.9204,1649,Mallet
678059.0537,7469824.9404,1650,Miraluz
678687.6155,7469423.1466,1651,Colégio Santa Mônica
675233.3011,7475238.1535,1652,Oitinga
675126.2503,7476031.2285,1653,Almirante Cortez
671950.6218,7475898.692,1654,Jornalista Geraldo Rocha
673049.5519,7475719.6267,1655,Guadalupe
678476.168,7469828.2179,1656,Aguaraíba
677965.4878,7468136.6765,1657,Miguel Gama
678498.66,7468465.293,1658,Estação Maria da Graça
677579.8779,7468277.8778,1659,São Gabriel
677575.6771,7468252.2335,1660,São Gabriel
672262.1473,7476797.0613,1661,CMS Nagib Jorge Farah
678084.4274,7468929.7894,1662,Tamiarana
678142.1618,7467142.2807,1663,Ponto Final: Jacaré :: Álvaro Seixas
678978.3239,7468857.5427,1664,Cesar Marques
678656.9581,7469790.1999,1665,Marechal Foch
678683.506,7469995.8799,1666,Clemenceau
678639.6564,7468656.2201,1667,Carneiro Ribeiro
677660.4491,7469789.7597,1668,Além Paraíba
677685.6296,7469574.6112,1669,Adhemar Bebiano
678509.5582,7468606.0375,1670,Antônio de Freitas
678573.577,7468665.5288,1671,Silva Rosa
678335.024,7468425.1404,1672,Sabino dos Reis
678333.2661,7468363.1415,1673,Soares de Azevedo
678561.1488,7468369.3102,1674,Domingos de Magalhães
678218.6079,7468125.2759,1675,Adriano dos Passos
678084.6708,7468375.7086,1676,Damião de Aguiar
677948.6454,7468292.3666,1677,Feliciano de Aguiar
678054.7284,7468064.0811,1678,Murilo
677803.0848,7469360.9248,1679,Darke de Mattos
676818.0875,7468403.0977,1680,Gauguin
676727.4118,7468283.4428,1681,Itamaracá
677236.4335,7468865.0021,1682,Ponto Final: Shopping Nova América :: Linhas Barra e Jacarepaguá
677430.3752,7468759.2871,1683,Ponto Final: Shopping Nova América :: Linhas Zona Norte
676243.8699,7469496.2445,1684,Paróquia São Tiago de inhaúma
676008.0616,7469956.3802,1685,Doutor Othon Machado
677829.3699,7469405.6904,1686,Darke de Mattos
677868.5947,7469111.0798,1687,Francisco Medeiros
676911.4019,7468485.0669,1688,Cezanne
677070.1361,7468632.7182,1689,Van Gogh
677456.7972,7468614.8927,1690,Luiza Vale
677649.7681,7468758.7032,1691,Turiuva
675261.8775,7469948.4354,1692,Francisco Siqueira
675565.2443,7469736.7107,1693,Loteamento Antônio Austragésilo
675758.292,7469393.3649,1694,Álvaro de Miranda
676297.4452,7469338.3576,1695,Macedo Costa
676947.3949,7468991.2089,1696,Praça da Confederação Suíça
677089.8786,7468890.0879,1697,Capitão Sampaio
677237.0934,7468798.7666,1698,Estação Nova América
677589.5191,7470024.3835,1699,Timbó
677259.0649,7470130.0387,1700,Guadalajara
676656.4249,7469496.9666,1701,Adhemar Bebiano
676641.0136,7469390.0531,1702,Acari
676389.8725,7469520.0137,1703,Praça Vinte e Quatro de Outubro
676324.4677,7469631.5247,1704,Aitinga
675723.3115,7469270.9524,1705,Doutor Magessi
675516.887,7469195.7166,1706,Matias da Cunha
675398.2143,7469138.9517,1707,Guarabu
675405.2361,7469125.0267,1708,Vaz da Costa
676309.5012,7469492.1567,1709,Teixeira de Macedo
675858.4294,7468738.7883,1710,Salvador Rizzo
675947.5457,7468813.0595,1711,Piragibe
676060.9702,7469124.0478,1712,Maria Deolinda
676167.3132,7469355.3794,1713,Estação Inhaúma :: Norte
677476.3247,7468468.918,1714,Lavras
677375.8684,7468451.9347,1715,Lavras
677402.1551,7468645.658,1716,Estação Del Castilho
678656.0607,7469627.4091,1717,Democráticos - Saída 7
677644.4974,7469593.8112,1718,Adhemar Bebiano
677184.6474,7468605.5716,1719,Bamboré
676786.6874,7469491.0139,1720,Itaóca
676773.5288,7469629.4923,1721,CIEP Coronel Sarmento
676834.2302,7469818.0513,1722,Carmem Cinira
676839.4902,7469793.9574,1723,Carmem Cinira
677762.2675,7469834.5237,1724,Marialva
678818.4389,7469091.5662,1725,Paróquia Santa Bernadete
678586.1941,7469707.4203,1726,Democráticos - Saída 7
677894.6876,7468843.0924,1727,Malafaia
677450.4534,7468310.6296,1728,Domingos de Magalhães
675674.2633,7469598.1173,1729,Engenho da Rainha
677211.5993,7469670.3244,1730,UPA Del Castilho
677831.6762,7469994.4041,1731,Ozeas Mota
676171.3263,7469699.7587,1732,Dona Emília
676070.4896,7469765.1671,1733,Paiva Brito
676049.2044,7469832.0851,1734,Castro Lopes
675866.3489,7470125.2581,1735,Alcides de Oliveira
675760.7985,7470138.6675,1736,Relicário
675942.7042,7469349.2463,1737,Ponto Final: Inhaúma :: Estação de Metrô Inhaúma
676907.378,7469456.3775,1738,Amaro Hamati
677012.3102,7469565.8976,1739,Aporá
677562.705,7469593.7753,1740,Lagoa Redonda
676122.2866,7469630.5589,1741,Teixeira de Macedo
676168.1645,7469604.5523,1742,Dona Emília
676081.9347,7469426.1454,1743,Doutor Nicanor
676193.4493,7469484.6499,1744,Teixeira de Macedo
674588.5002,7470370.7514,1745,Sérgio Silva
674814.8859,7470378.5464,1746,Sócrates Bittencourt
677086.9776,7469588.5018,1747,Pindaucu
679438.9784,7466334.3997,1748,"BRS 3,4,5,6: São João"
680224.6874,7465970.6381,1749,"BRS 3,4,5,6: Sousa Dantas"
673786.8308,7470545.7723,1750,Adhemar Bebiano
673648.3458,7470587.1209,1751,Itapuca
673695.7961,7470384.6854,1752,João Ribeiro
674138.6782,7470236.8398,1753,Buquira
674242.3839,7470268.094,1754,Adhemar Bebiano
674660.6678,7470141.4471,1755,Estação Engenho da Rainha
674623.1389,7470090.9369,1756,Estação Engenho da Rainha
675435.2627,7469767.0138,1757,Barata de Almeida
674927.5659,7470058.624,1758,Carmem Cinira
674993.452,7469961.0686,1759,Julia Cortines
675233.3124,7469874.5658,1760,Fernandes Portugal
676036.9182,7469270.5151,1761,Mateus Silva
676418.4115,7469248.2371,1762,Cemitério de Inhaúma
676022.2596,7469959.4266,1763,Doutor Othon Machado
675468.8288,7470360.2307,1764,Vila Antônio Viçosa Gerkens
675449.2035,7470349.3836,1765,Moreia
675219.5515,7470369.7657,1766,Apinage
675126.3515,7470386.3499,1767,Cherente
674984.9478,7470405.7062,1768,Vila Block
674832.0127,7470359.7429,1769,Para de Minas
674434.3058,7470357.8013,1770,São Tiago de Pádua
674307.9368,7470345.9688,1771,Condomínio PREV
673637.1628,7470203.0701,1772,Limeira
675522.0153,7469213.1552,1773,Matias da Cunha
680055.9377,7466360.2791,1774,Ana Neri
680120.7043,7465940.8691,1775,Marechal Rondon
680057.523,7466235.1121,1776,Estação São Francisco Xavier :: Norte
680229.2723,7466096.8392,1777,Vila da Paz
680409.9537,7465847.7065,1778,Viaduto da Mangueira
675967.6503,7469517.5141,1779,Levindo Lopes
673695.4999,7469947.9048,1780,Cardoso Quintão
673713.8491,7469937.1731,1781,Cardoso Quintão
674003.5929,7469966.844,1782,Conjunto dos Correios
673955.4758,7469950.2319,1783,Conjunto dos Correios
680651.1673,7465598.9542,1784,Oito de Dezembro
676096.8666,7469324.8586,1785,Estação Inhaúma :: Sul
677898.457,7469198.22,1786,Francisco Medeiros
677655.1064,7469902.7862,1787,Itaóca
677179.9954,7469644.4475,1788,UPA Del Castilho
675599.662,7470279.0847,1789,Augusto de Souza
675594.1805,7470257.774,1790,Augusto de Souza
674448.0156,7470371.9295,1791,Ponto Final: Engenho da Rainha :: Adhemar Bebiano
673730.2306,7470782.5339,1792,Estação Thomaz Coelho
677935.056,7469055.5875,1793,Dom Hélder Câmara
677002.9588,7470003.1309,1794,Arquibui
673559.762,7469798.9591,1795,Itaocara
673581.7224,7469843.5593,1796,Itaocara
673553.9241,7469656.9384,1797,Ferreira de Brito
673527.5326,7469539.1857,1798,Itália D'Incau
673530.9364,7469442.3542,1799,Itália D'Incau
674339.8825,7469787.6581,1800,Luiz Gurgel
674371.3597,7469785.1909,1801,Luiz Gurgel
680549.1138,7465816.1398,1802,Agenor de Oliveira
677429.0556,7469661.0183,1803,Palmeiras do Norte
677536.6307,7469636.8305,1804,Novo Oriente
676966.4125,7465202.6057,1805,Padre Roma
678325.0353,7466275.6117,1806,"BRS 3,4,5,6: Antunes Garcia"
679617.4673,7466158.3991,1807,"BRS 3,4,5,6: General Rodrigues"
677717.6806,7465129.9844,1808,"BRS 4,5,6: Deputado Átila Nunes"
677587.6439,7465256.5514,1809,"BRS 4,5,6: Dona Romana"
677477.288,7465390.5273,1810,"BRS 4,5,6: Eduardo Raboeira"
677436.3659,7465566.2137,1811,"BRS 4,5,6: Joaquim Távora"
677432.2287,7465737.9236,1812,"BRS 4,5,6: Conselheiro Jobim"
677473.8827,7466051.9614,1813,"BRS 4,5,6: Vinte e Quatro de Maio"
677943.0017,7466245.7874,1814,"BRS 3,4,5,6: Manoel Miranda"
678988.6656,7466257.7905,1815,"BRS 3,4,5,6: Alice Figueiredo"
679431.6114,7466146.2119,1816,"BRS 3,4,5,6: São João"
679135.8555,7466124.252,1817,"BRS 3,4,5,6: Alice Figueiredo"
678894.4461,7466099.4274,1818,"BRS 3,4,5,6: Marechal Bitencourt"
678578.0443,7466066.6264,1819,"BRS 3,4,5,6: Paes de Andrade"
678185.8869,7466048.0033,1820,"BRS 3,4,5,6: Alzira Valdetaro"
677998.4345,7465987.0877,1821,"BRS 3,4,5,6: Manoel Miranda"
677660.3259,7465940.1264,1822,"BRS 3,4,5,6: Gregório Neves"
677038.6548,7465597.4643,1823,"BRS 3,4,5,6: Maria Antônia"
677564.6819,7464813.6029,1824,Miguel Galvão
676779.7256,7464697.7857,1825,Barro Preto
677537.8801,7466171.9254,1826,Gregório Neves
680021.4217,7466563.3642,1827,Licínio Cardoso
680003.634,7466448.3957,1828,Licínio Cardoso
679687.8117,7466379.0627,1829,Rocha
679383.0411,7466376.0421,1830,Tavares Ferreira
679263.6818,7466433.9424,1831,Ana Neri
678950.8764,7466359.0209,1832,Flack
677897.9579,7465035.8271,1833,Abatira
677942.0412,7465033.0923,1834,Açaré
677771.0459,7465061.6878,1835,Barão do Bom Retiro
677370.8787,7465467.6416,1836,Barão do Bom Retiro
677315.1224,7465551.0264,1837,Verna Magalhães
677492.613,7465611.8455,1838,Barão do Bom Retiro
677794.3807,7466415.5451,1839,Monsenhor Amorim
678075.3339,7466356.7483,1840,Dois de Maio
678842.8663,7466422.3207,1841,Ana Neri
678844.5209,7466336.8022,1842,Magalhães Castro
678815.5864,7466700.6259,1843,SENAI CETIQT
678884.6911,7467034.0503,1844,Lino Teixeira
678810.8111,7466834.579,1845,Praça Dom Bosco
679007.0404,7467054.7505,1846,Vizeu
679215.869,7466969.9864,1847,Canindé
679592.3592,7466894.0797,1848,Capitulino
679738.2087,7466733.9714,1849,Cotia
677821.8695,7466440.9152,1850,Monsenhor Amorim
677118.249,7465123.6321,1851,Grão Pará
678107.8556,7466669.5641,1852,Adelaide Chioso
677656.3972,7466390.9219,1853,Bolívia
677358.6799,7464805.1726,1854,Pedro de Calazans
677714.8333,7464766.3169,1855,Encontro
678569.3319,7466318.9066,1856,Clara de Barros
679237.8086,7466760.9622,1857,Bandeira de Gouveia
679396.2042,7466689.4193,1858,Tavares Ferreira
679479.5446,7466725.9732,1859,Almirante Ary Parreiras
677977.6368,7466485.7052,1860,UPA Engenho Novo
677419.761,7465087.6402,1861,Grão Pará
677487.3521,7465016.298,1862,Pedro de Calazans
677323.3639,7465379.2684,1863,Dona Romana
673417.9283,7469986.1974,1864,Iriri
677159.9686,7465443.8715,1865,General Belegard
679674.5581,7466334.4773,1866,"BRS 3,4,5,6: General Rodrigues"
678806.7352,7466681.0173,1867,SENAI CETIQT
677649.3858,7465795.1737,1868,Visconde de Santa Cruz
677579.4146,7465882.4922,1869,Visconde de Santa Cruz
677569.9823,7466066.2253,1870,Vinte e Quatro de Maio
678809.7541,7466857.9597,1871,Ponto Final: Engenho Novo :: Magalhães Castro
675914.4337,7465134.2819,1872,Cézar Rama
676849.3325,7465270.9814,1873,Dona Romana
676763.271,7466709.176,1874,Ponto Final: Méier :: Linhas Intermunicipais
676329.0409,7466339.5914,1875,Constança Barbosa
676451.8826,7466315.5634,1876,Agripino Grieco
676586.8204,7466194.1556,1877,Hermengarda
675531.2426,7466015.9802,1878,Amaragi
676849.4077,7465645.0901,1879,"BRS 3,4,5,6: Padre Roma"
676729.0174,7465877.9653,1880,"BRS 3,4,5,6: Thompson Flores"
676159.5046,7464604.9242,1881,Cachoeirinha
676061.2899,7464557.8952,1882,Cachoeira Grande
676161.3944,7464564.7004,1883,Cotia
676927.5821,7464734.7037,1884,Vila Cabuçu
676838.8581,7464683.692,1885,Barro Preto
676499.6539,7464601.5019,1886,Dona Francisca
677506.6996,7474269.1213,1887,Ingaí
677130.7538,7466014.2394,1888,Lins de Vasconcelos
676703.063,7466447.9603,1889,Hospital Municipal Salgado Filho
676818.2482,7466365.8759,1890,Frederico Méier
676980.453,7466496.32,1891,Lucídio Lago
676433.6454,7466537.2735,1892,Aristides Caire
677437.7214,7466187.7219,1893,Martins Lage
676341.9726,7466471.674,1894,Graubem Barbosa
677655.3041,7466053.925,1895,Marechal Rondon
677988.1792,7465039.3038,1896,Ponto Final: Grajaú :: Açaré
676852.6988,7466722.9692,1897,Ponto Final: Méier :: Rua Rio Grande do Sul
675626.8146,7466029.2657,1898,Barão de São Borja
675865.4584,7466081.8613,1899,José Veríssimo
677175.7805,7466826.0542,1900,Capitão Rezende
676882.4428,7466888.4115,1901,Mossoró
676704.0148,7466722.1627,1902,Castro Alves
676617.994,7466736.459,1903,Aristides Caire
676455.4532,7466875.6874,1904,Coração de Maria
675367.2893,7466121.9889,1905,Piranga
675673.8196,7465307.7483,1906,Lins de Vasconcelos
675805.3973,7465232.9005,1907,Vilela Tavares
676038.9374,7465385.447,1908,Mario Piragibe
676113.7314,7465376.8219,1909,Lins de Vasconcelos
676130.5158,7465232.653,1910,Ernestina
676045.9011,7465102.9573,1911,Heráclito da Graça
676229.7605,7465472.926,1912,Carolina Santos
676042.4459,7465598.2644,1913,Aquidabã
676382.1603,7465529.3992,1914,Vinte de Março
676558.2673,7465577.6198,1915,Lins de Vasconcelos
676531.0671,7465445.0396,1916,Vinte de Março
676743.9944,7465579.8758,1917,Conselheiro Ferraz
676813.3755,7465459.4543,1918,Maria Antônia
675032.7249,7465424.2849,1919,Aquidabã
675285.4176,7465433.2018,1920,Hospital Maternidade Carmela Dutra
676709.359,7466249.5358,1921,Estação Méier :: Norte
675561.5671,7466356.1777,1922,Galdino Pimentel
676532.8239,7467262.4027,1923,Salvador Pires
676676.829,7467029.4758,1924,Tenente Costa
676899.5635,7466712.0098,1925,Mossoró
677258.9603,7465626.1095,1926,Condessa Belmonte
676697.9144,7465324.5857,1927,Narceja
675888.1912,7465778.7,1928,Visconde de Taunay
675785.2614,7466058.5416,1929,Comendador Filips
676840.2099,7466059.7306,1930,Estação Silva Freire :: Sul
675778.7676,7465421.7043,1931,Aquidabã
677246.9997,7464983.4623,1932,Pelotas
678168.3189,7464742.5836,1933,Escola Municipal Noel Rosa
676583.405,7466375.8233,1934,Hospital Municipal Salgado Filho
676598.565,7466321.0469,1935,Estação Méier :: Sul :: Linhas 455 e 457
675255.2997,7465949.5262,1936,Caetano de Almeida
675204.6207,7465967.6127,1937,Caetano de Almeida
675835.9112,7466046.7661,1938,José Veríssimo
676023.2028,7466147.5791,1939,Lopes da Cruz
675851.2765,7466203.185,1940,Venceslau
676846.1532,7466295.5558,1941,Terminal Rodoviário Américo Ayres
676529.084,7466556.3142,1942,Ponto Final: Méier :: Linhas 687 e 688
676498.068,7466527.4392,1943,Ponto Final: Méier :: Linhas 663 e 669
676362.6527,7466555.6012,1944,Terminal Arquiteto Gelton Paciello da Motta
676035.2881,7467730.0297,1945,Odorico Mendes
676539.2838,7468078.5427,1946,Estevão Silva
676724.8806,7468242.4955,1947,Itamaracá
676160.9146,7467838.2059,1948,Dom Helder Câmara
676535.5406,7466090.6518,1949,"BRS 3,4,5,6: Joaquim Méier"
675329.1463,7466344.9245,1950,Ponto Final: Méier :: Intendente Cunha Menezes
675776.0219,7467917.9979,1951,Gonzaga de Campos
676189.0042,7466182.6347,1952,Imperator - João Nogueira
677179.1367,7466124.0883,1953,Marquês de Leão
676072.0446,7467881.5477,1954,José Bonifácio
677019.9549,7466566.2931,1955,Engenheiro Julião Castelo
677181.5047,7466623.0951,1956,Martins Lage
676459.7549,7467138.4432,1957,Padre Ildefonso Penalba
676190.4687,7466756.5155,1958,Getúlio
675634.9608,7466870.6344,1959,Adriano
675640.3691,7466753.4002,1960,Domingos Freire
675496.2919,7466716.3137,1961,Adriano
675912.7437,7466811.5838,1962,Luiz Carlos
675979.1401,7466786.1133,1963,Almirante Calheiros da Graça
676181.8681,7466731.6975,1964,Hospital Pasteur
675362.6473,7466446.6449,1965,Ponto Final: Engenho de Dentro :: Intendente Cunha Menezes
676363.3571,7467942.7158,1966,Silva Mourão
676289.273,7466237.7243,1967,Miracema
676256.0009,7466314.3077,1968,Constança Barbosa
677847.8941,7467840.5892,1969,Galileu
675884.3754,7466173.2296,1970,Venceslau
676120.478,7467186.3707,1971,Padre Ildefonso Penalba
676228.0307,7467434.2996,1972,Honório
676487.3644,7467411.3368,1973,Getúlio
676115.0536,7467513.1411,1974,Honório
676466.0716,7466467.3445,1975,Estação Méier :: Sul :: Linhas com Origem no Centro
676986.0978,7466977.9002,1976,Rio Grande do Sul
676492.5172,7466781.1181,1977,Castro Alves
677374.6162,7467331.5036,1978,Cristiânia
675909.4246,7467301.7936,1979,Doutor Ferrari
675750.9204,7467215.8157,1980,São Bráz
675663.4617,7467265.5624,1981,Honório
675651.8398,7467519.0887,1982,Sales Guimarães
675298.6901,7466010.5981,1983,Dias da Cruz
675314.9689,7466042.9689,1984,Bueno de Paiva
675178.0599,7466110.1211,1985,Souza Aguiar
675291.9896,7466158.0814,1986,Bueno de Paiva
675532.3027,7465930.6919,1987,Dias da Cruz
676565.4733,7466360.3067,1988,"Estação Méier :: Sul :: Linhas 621, 625, 627, 636, 638, 639 e 679"
676896.1448,7466280.1298,1989,Terminal Rodoviário Américo Ayres :: Plat. B
675509.0301,7465667.4929,1990,Travessa Pedro de Carvalho
675596.9807,7465475.6508,1991,Aquidabã
675693.5672,7466889.8873,1992,Piauí
675698.3578,7467072.3442,1993,Junqueira Freire
676884.297,7466100.8556,1994,Estação Silva Freire :: Norte
675586.8599,7466351.8966,1995,Galdino Pimentel
675554.3265,7466589.3863,1996,Ajuratuba
675480.1366,7466473.9635,1997,Magalhães Couto
676740.5381,7465722.7821,1998,Cabuçu
675583.9685,7465812.255,1999,Instituto Nícia Macieira
675674.4417,7465625.5883,2000,Carijós
676486.346,7466446.2868,2001,"Estação Méier :: Sul :: 651, 652, 667, 685, 691 e 693"
676888.8142,7466293.727,2002,Terminal Rodoviário Américo Ayres :: Plat. C
675435.4365,7465832.4771,2003,Colégio Kids Up
675611.9735,7466887.957,2004,Adriano
675621.7233,7467814.6927,2005,Gonzaga de Campos
676897.2535,7466313.4522,2006,Terminal Rodoviário Américo Ayres :: Plat. E
676382.0438,7466546.7363,2007,Terminal Arquiteto Gelton Paciello da Motta :: Plat. A
676891.9021,7466303.326,2008,Terminal Rodoviário Américo Ayres :: Plat. D
677706.8873,7467603.6951,2009,Reginaldo Pardelha
677627.0482,7467472.1784,2010,Henrique de Vasconcellos
676703.5397,7468119.9251,2011,Dom Helder Câmara
674695.6705,7466246.0614,2012,Ramiro Magalhães
674742.6031,7466400.5648,2013,Ana Leonídia
674909.2205,7466966.7704,2014,Amaro Cavalcanti
674343.7756,7466159.3168,2015,Bernardo
674623.4964,7466570.2791,2016,Pernambuco
674520.0169,7466228.1586,2017,Dias da Cruz
677874.5828,7467841.3824,2018,Galileu
675632.8384,7468047.0232,2019,Dom Helder Câmara
676208.1816,7467931.7905,2020,Vasco da Gama
676442.0173,7468035.6011,2021,Pedras Altas
675400.3273,7468118.6095,2022,Henrique de Holanda Amado
675390.8445,7466939.6991,2023,CMS Milton Fortes Magarão
675411.7369,7466856.8385,2024,Domingos Freire
674491.8898,7467008.1452,2025,Gustavo Riedel
675877.8926,7468012.9415,2026,Ponto Final: Norte Shopping :: Gandavo
676009.3478,7467916.721,2027,Gandavo
677833.8654,7467694.8978,2028,Barcelona
676263.4767,7467570.1063,2029,Honório
675393.8639,7467429.3907,2030,Gentil de Araújo
677399.6966,7466636.4809,2031,Miguel Fernandes
677504.3798,7466743.4524,2032,Capitão Rezende
677305.7698,7466763.8379,2033,Manuel Alves
677151.0398,7467043.6336,2034,Monte Paschoal
677069.6132,7467056.1065,2035,Capitão Rezende
677024.8372,7467044.0061,2036,Aristides Caire
677635.8926,7467098.7393,2037,Silveira Lobo
677244.882,7467258.4927,2038,Hermínia
677456.9041,7467269.9573,2039,Miguel Ângelo
677353.7663,7467530.7642,2040,Miguel Cervantes
677062.8213,7467395.7417,2041,Rocha Pita
676983.9171,7467439.7478,2042,Cachambi
676989.5242,7467743.1333,2043,Garcia Redondo
676979.9615,7467767.7208,2044,Garcia Redondo
676812.5929,7467933.5885,2045,Honório
676649.0171,7467985.3389,2046,Honório
674769.5399,7467220.8919,2047,José dos Reis
674432.9675,7467219.0242,2048,Guineza
674139.4946,7466025.4557,2049,Joaquim Serra
674351.6014,7466037.4043,2050,Doutor Leal
674485.9349,7466120.0201,2051,Borja Reis
674429.8176,7466235.846,2052,Doutor Leal
674578.0558,7466189.8334,2053,Doutor Bulhões
674432.2619,7465914.6503,2054,Borja Reis
674558.9643,7466047.1899,2055,Adolfo Bergimini
674725.2807,7466056.3404,2056,Camarista Méier
674800.7656,7466098.215,2057,Camarista Méier
674988.3733,7466005.6712,2058,Jurunas
674998.3494,7465981.1911,2059,Jurunas
675049.086,7465870.741,2060,Dias da Cruz
674349.0282,7466862.9444,2061,Gustavo Riedel
674612.6057,7466781.9326,2062,Doutor Bulhões
674612.1067,7465763.0616,2063,Catulo Cearense
674720.1657,7465703.1148,2064,Maria Paula
674686.3018,7465436.6051,2065,Mapurari
674898.871,7466693.3438,2066,Monsenhor Jerônimo
675059.3497,7465738.3891,2067,"Maranhão, 206"
674669.0267,7467047.0738,2068,José dos Reis
675020.5162,7467008.3402,2069,Estação Olímpica de Engenho de Dentro
674725.1309,7467009.7674,2070,Doutor Bulhões
677665.8594,7466863.7095,2071,Cristóvão Colombo
677514.6608,7467513.3693,2072,Miguel Ângelo
676859.3077,7467278.5177,2073,Capitão Jesus
676776.6079,7467313.818,2074,Praça Avaí
676758.9458,7467821.2529,2075,Chaves Pinheiro
676875.1277,7467139.8966,2076,Odilon Araújo
674963.788,7467009.4406,2077,Ponto Final: Engenho de Dentro :: Estação Olímpica Engenho de Dentro
675140.9237,7466950.7951,2078,Amaro Cavalcanti
677738.9287,7467632.1129,2079,Reginaldo Pardelha
677675.7442,7467520.7782,2080,Henrique de Vasconcellos
677536.7588,7467298.2566,2081,Álvares Cabral
677054.204,7467247.1072,2082,Herminia
674237.2191,7466438.7442,2083,Gustavo Riedel
673346.2673,7468194.1458,2084,Padre Manoel de Nóbrega
673573.8681,7468087.4309,2085,Adelaide
673766.1806,7468035.3842,2086,Julieta
674059.8674,7468054.1528,2087,Frei Henrique
674093.6357,7468046.0114,2088,Engenheiro Nazareth
675399.2616,7468168.2368,2089,José dos Reis
675759.0439,7467958.0647,2090,Piauí
674523.698,7464940.6762,2091,Ponto Final: Camarista Méier
675629.7242,7468008.6299,2092,Ibiraci
672959.9197,7467001.4052,2093,Cristóvão Penha
673132.6153,7466975.6157,2094,Assis Carneiro
673234.0546,7466963.4884,2095,Amorim
675368.814,7467649.1836,2096,Sales Guimarães
675077.0542,7467539.6056,2097,Estádio Olímpico Nilton Santos :: Portão Norte
674271.5164,7466130.1386,2098,Doutor Leal
673226.7081,7465911.9222,2099,VIoleta
673060.8119,7465849.5922,2100,Paraná
673136.1701,7465961.4681,2101,Paraná
673259.7765,7465932.5846,2102,Escola Municipal Brigadeiro Faria Lima
673432.7871,7465899.5885,2103,Violeta
673511.2599,7465942.9853,2104,Noêmia Correia
672920.8184,7465898.8178,2105,Paulo de Medeiros
672767.3242,7466023.5041,2106,Fontoura Chaves
672830.8694,7466223.8923,2107,Botelho
673267.1009,7466034.3875,2108,Carandá
672885.5601,7466385.6204,2109,Joaquim Soares
672939.6831,7466542.4821,2110,João Hercílio Gross
673004.3076,7466747.1765,2111,Joaquim Martins
673378.8082,7466380.8497,2112,Bernardo
673456.5464,7466628.0296,2113,Fagundes Varela
673615.1883,7465969.477,2114,Leandro Pinto
673616.1873,7465984.9701,2115,Leandro Pinto
673797.5786,7466038.2561,2116,Borja Reis
674269.9792,7467277.0546,2117,Bento Gonçalves
674948.1057,7467063.9993,2118,Estádio Olímpico Nilton Santos :: Portão Sul
674010.4655,7466082.3173,2119,Borja Reis
674080.3643,7466298.3543,2120,Bernardo
673303.2183,7467572.2441,2121,Gomes Serpa
673053.4224,7467801.0308,2122,Cesário Machado
673424.9289,7467627.328,2123,Estação Piedade :: Norte
673189.1075,7467821.9573,2124,Divino Salvador
673216.5169,7467760.4003,2125,Escola Municipal Sérvulo de Lima
673422.1479,7467608.533,2126,Estação Piedade :: Norte
673201.938,7467804.423,2127,Divino Salvador
673744.7607,7467422.0933,2128,Goiás
673862.0114,7467446.2158,2129,Silvana
674040.6713,7467367.7428,2130,José Domingues
673977.5077,7467228.9293,2131,Goiás
674164.4884,7467667.6582,2132,Angelina
674042.9681,7467567.0609,2133,Pedro Domingues
674270.0438,7467416.0416,2134,General Clarindo
674279.8708,7467049.4658,2135,Guilhermina
674208.8779,7467005.8754,2136,Colégio Nossa Senhora da Piedade
674067.0462,7466985.3615,2137,Primo Teixeira
673975.8802,7466998.5943,2138,Xavier dos Pássaros
673863.826,7466979.9504,2139,Xavier dos Pássaros
673771.6468,7466994.301,2140,Cruz e Sousa
672714.1332,7467033.0124,2141,Silva
674227.2044,7466771.2122,2142,Pernambuco
675576.6364,7467413.9774,2143,Oficinas
673896.7068,7466030.9126,2144,Linha Amarela - Saída 2
675448.2763,7466963.8394,2145,Junqueira Freire
674076.3739,7467322.811,2146,Angelina
674148.5694,7466518.619,2147,Instituto Municipal Nise da Silveira
673222.1048,7467746.6036,2148,Escola Municipal Sérvulo de Lima
673390.8773,7468147.1203,2149,Souza Cerqueira
673720.564,7468021.5117,2150,Bernardino de Campos
674251.9909,7468163.7926,2151,Santa Martinha
674351.3847,7468151.5712,2152,Carlos de Oliveira
674575.1516,7468246.4448,2153,Ferreira Leite
674605.4174,7468245.9843,2154,Abolição
674746.992,7468376.2476,2155,Francisca Vidal
673246.1347,7467408.3296,2156,Caldas Barbosa
674971.6754,7468549.7358,2157,João Ribeiro
674959.722,7468580.8835,2158,João Ribeiro
675274.3738,7468282.6487,2159,Mário Carpenter
673484.2479,7469219.1823,2160,Manuel Correia
673430.9373,7469044.8147,2161,Ana Quintão
